BaP measurements at station level;;;;;;;;;;;;;;;;;;;;
BaP: annual mean concentrations and exceedance flag;;;;;;;;;;;;;;;;;;;;
"above_TV? = 1 if round(statistic_value,2) > 1; round(statistic_value,2) means that statistic_value is rounded to two decimals after the comma.";;;;;;count_type_by_city: count of station of the same type (traffic or background) within the same city. Note: one station_european_code can be counted several times if the same station shows several concentration statistics for the same year (distinct measurements recorded under different measurement_european_group_code or distinct components or distinct  statistics_average_group);;;;;;;;;;;;;;
above_TV? = 0 if round(statistic_value,2) <= 1;;;;;;in the case of a traffic station: assigned_population=(UA_city_pop*percentage_taffic_population/100)/count_type_by_city;;;;;;;;;;;;;;
;;;;;;in the case of a background station: assigned_population=(UA_city_pop*percentage_background_population/100)/count_type_by_city;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
station_european_code;type_of_station;station_type_of_area;component_caption;component_name;measurement_unit;measurement_european_group_code;statistics_year;statistic_shortname;statistic_value;statistics_percentage_valid;above_TV?;country_iso_code;country_name;city_name;city_code;UA_city_pop;percentage_traffic_population;percentage_background_population;count_type_by_city;assigned_population
AT2KA21;Traffic;urban;BaP;Benzo(a)pyrene (air+aerosol);ng/m3;100;2010;Mean;2,7;100;1;AT;Austria;Klagenfurt;AT006C1;93236;6,4;93,6;1;5967,104
AT2KA21;Traffic;urban;BaP;Benzo(a)pyrene (air+aerosol);ng/m3;100;2011;Mean;2;100;1;AT;Austria;Klagenfurt;AT006C1;93236;6,4;93,6;1;5967,104
AT2KA21;Traffic;urban;BaP;Benzo(a)pyrene (air+aerosol);ng/m3;100;2012;Mean;1,21;100;1;AT;Austria;Klagenfurt;AT006C1;93236;6,4;93,6;1;5967,104
AT4S184;Background;urban;BaP;Benzo(a)pyrene (air+aerosol);ng/m3;100;2010;Mean;1;100;0;AT;Austria;Linz;AT003C1;185739;6,4;93,6;2;86925,852
AT4S184;Background;urban;BaP;Benzo(a)pyrene (air+aerosol);ng/m3;100;2011;Mean;1,18;100;1;AT;Austria;Linz;AT003C1;185739;6,4;93,6;2;86925,852
AT4S184;Background;urban;BaP;Benzo(a)pyrene (air+aerosol);ng/m3;100;2012;Mean;0,81;100;0;AT;Austria;Linz;AT003C1;185739;6,4;93,6;2;86925,852
AT4S416;Background;urban;BaP;Benzo(a)pyrene (air+aerosol);ng/m3;100;2006;Mean;1,62;100;1;AT;Austria;Linz;AT003C1;185739;6,4;93,6;1;173851,704
